,avg DF0,avg DDF0,avg Jitter,avg Shimmer,avg apq,avg ppq,avg logE,std DF0,std DDF0,std Jitter,std Shimmer,std apq,std ppq,std logE,skewness DF0,skewness DDF0,skewness Jitter,skewness Shimmer,skewness apq,skewness ppq,skewness logE,kurtosis DF0,kurtosis DDF0,kurtosis Jitter,kurtosis Shimmer,kurtosis apq,kurtosis ppq,kurtosis logE,id
0,-0.005701082292944193,-0.0021254175808280706,2.3918910509211107,2.01761992942599,23.066067200876194,3.428573069412386,-28.60292715540796,12.111836433410645,18.859697341918945,3.992887963032038,3.8032016329211755,19.79449721303532,4.93063872674441,5.688619444073274,2.4364208999650585,-0.3373389185692614,4.788207023275665,6.790303926501105,1.2309506481651689,3.2744701522962165,-0.5179203694228877,25.508628223931346,17.93955783082635,35.89037583207519,97.47417151333947,1.2453574639307474,17.14338689349084,0.8711269245318265,ID02_pd_2_0_0.wav
1,-0.010447341948747635,0.00691820215433836,3.172310043947692,2.611201345818809,26.403016791148854,4.455551433676317,-29.472695672367593,12.220826148986816,19.104887008666992,4.634476296552165,4.726627090969027,23.48779362091795,5.6727749482916465,7.505410247004091,1.520389201854576,-0.43140217257029806,3.4418714942275144,6.464663467919776,4.155636085249449,2.6131857207906273,-0.7217543234858963,12.39700708702668,10.093467213421043,17.75197238122446,73.95450493006264,69.38215174218959,10.178876856191355,-0.08600649071923572,ID04_pd_2_0_1.wav
2,-0.0679173618555069,-0.010002600960433483,2.7069749743977365,4.409253564020909,23.157679590440548,3.7446664587319574,-22.5265049077444,13.479835510253906,21.101699829101562,4.821869209192253,6.253545323000704,19.983012551721043,5.5463748355327835,7.998730238419555,1.0077843093300194,-0.31967388576650346,4.827545052911587,2.937632145149214,1.359816867011419,3.064560045346132,-1.6527523068694119,25.773534733441576,13.57608372841387,33.92423834554065,13.101957838087518,2.168242121307917,11.851028852954293,2.3537279626989136,ID06_pd_3_1_1.wav
3,0.005196342710405588,-0.0019041106570512056,2.710926360685496,3.938111538679033,24.810414330945342,3.96183610868249,-23.47527470015615,13.104497909545898,20.36711883544922,4.208931363256251,7.259584779643586,23.28711329624811,5.615746474636912,9.058768735844907,1.4138060040929168,0.1601329595171049,3.57077784428859,4.310743833308251,1.5855734053592552,3.1038754358642526,-0.8711734584777915,13.46346415634477,11.16573118707108,18.107397135496004,27.261710997162847,3.400163146599705,15.384365873010214,-0.3241744231198651,ID07_pd_2_0_0.wav
4,-0.023216167464852333,-0.00029850148712284863,2.5392374156519777,1.722557117557175,25.50054611527175,4.280367123937684,-32.37590890927304,17.21356773376465,28.23459243774414,4.503384623816667,6.615809463129561,31.010555925295765,6.7580385822154145,4.840790142829466,-0.5076182296410133,-1.6373849562596763,5.200040312777906,10.960136976745503,5.53292641984666,4.4872157881300945,-0.46238832189468504,33.14106316667695,36.15703360109014,46.089378918258944,132.81421197773633,47.07064622040551,32.25177574193522,2.079475362581279,ID13_pd_3_2_2.wav
5,-0.00801085028797388,-0.0030390575993806124,2.84186757527801,3.075606604111729,25.476817959420845,3.505283550396525,-28.8022068431767,20.339941024780273,31.167198181152344,5.126450790842664,5.5456284278223045,22.468878829684407,5.614661466536989,10.220762204106514,1.619906978858675,-0.42351752480943344,4.5979188488790115,4.446747610220898,1.3767078059384523,4.15522130441836,-0.7818580449627791,22.61844561316361,16.67519606603911,28.65851608168144,31.81465314074974,2.1826862837358654,27.363783945635035,-0.580721818293144,ID16_pd_2_0_0.wav
6,-0.03055700659751892,-0.08601941913366318,3.246624941311204,3.5693699732505166,27.561854373000823,4.324665527001992,-30.78491865612469,24.065580368041992,35.545841217041016,6.1288195328343695,5.992520849394515,21.15389442934404,6.885606073731218,7.509563507249707,0.34768414980668827,-0.2250526073219182,4.665587689672839,3.7944930018369787,1.6225683211431654,3.837064192629876,-0.3352822845747012,23.04344483302031,14.19054331294599,28.09055260390011,21.418940929929466,6.767211965959243,24.017660784366857,-0.48384494565387337,ID17_pd_2_1_0.wav
7,0.08677512407302856,0.005415139254182577,2.5126675818536914,5.154661810147483,26.480349678782986,4.1886634449135345,-22.51631666543325,17.390573501586914,26.927494049072266,4.5178319351240415,7.628603579040278,23.070706819483934,5.710652350274168,9.896037858892953,2.7275995673027476,-1.8036238440574415,5.344699188076547,2.784017413782238,1.1946607637947357,2.6979842980586715,-1.3379025380921907,35.05158067295932,29.673692153234967,48.5434448361668,10.096330112719421,1.2136918746625334,9.730642946575477,0.6562253827048985,ID20_pd_3_0_1.wav
8,-0.01448258850723505,0.028642766177654266,3.8199216502459423,5.533356317053264,27.253695374400763,4.234849002235619,-20.901971971353937,14.707648277282715,23.12982940673828,5.854677336909055,8.435393300640676,22.060580201429293,5.874430145077224,7.073546776732181,0.9131315328525067,-1.032010454173012,3.076419535002583,3.1010305436336947,1.104675615564118,2.792000428024398,-1.16972764417407,9.60172452751186,6.834412109273563,11.854680929551138,12.365990087457726,1.0196442293750696,9.96411284463299,0.8609672424854224,ID24_pd_2_0_0.wav
9,-0.004178989678621292,0.00017060105165001005,2.460062478743282,4.575378819837009,19.76654710676847,5.07871597579941,-20.77313379214392,15.386234283447266,23.514633178710938,4.706026809438953,6.149041691274481,17.689382354554986,6.623538527364286,5.649606820123241,-0.1428276404548694,-1.7780224147306252,6.41228310347801,2.610195866373673,1.3987918758125755,3.09448889553691,-2.1357406953562124,41.76805011557992,36.920099686296766,54.47735185458033,9.39053967552656,1.834906163311956,12.754966447378441,6.991647212431385,ID27_pd_4_1_1.wav
